,comarca,nome_area_acao,ano_ref,Distribuidos_ano,Baixados_ano,Pendentes_ano,Taxa_Cong_anual (%)
4545,ITUMBIARA,execucao penal,2023,608,493,449,47.66
4546,ITUMBIARA,familia - interior,2023,1711,2278,846,27.08
4547,ITUMBIARA,fazenda publica mista,2023,3463,3336,3001,47.36
4548,ITUMBIARA,infancia e juventude civel,2023,134,127,62,32.8
4549,ITUMBIARA,infancia e juventude infracional,2023,166,169,123,42.12
4550,ITUMBIARA,juizado especial civel e criminal,2023,4600,4815,1928,28.59
4551,ITUMBIARA,juizado especial fazenda publica,2023,1359,1236,1211,49.49
4552,ITUMBIARA,preprocessual,2023,155,126,90,41.67
4553,JANDAIA,civel,2023,330,446,268,37.54
4554,JANDAIA,criminal,2023,374,457,245,34.9
4555,JANDAIA,execucao penal,2023,110,83,91,52.3
4556,JANDAIA,familia - interior,2023,197,189,151,44.41
4557,JANDAIA,fazenda publica mista,2023,380,635,364,36.44
4558,JANDAIA,infancia e juventude civel,2023,17,16,8,33.33
4559,JANDAIA,infancia e juventude infracional,2023,25,24,20,45.45
4560,JANDAIA,juizado especial civel,2023,402,984,295,23.06
4561,JANDAIA,juizado especial criminal,2023,82,123,75,37.88
4562,JANDAIA,juizado especial fazenda publica,2023,23,21,23,52.27
4563,JANDAIA,preprocessual,2023,123,138,14,9.21
4564,JARAGUÁ,civel,2023,475,735,353,32.44
4565,JARAGUÁ,criminal,2023,902,1931,614,24.13
4566,JARAGUÁ,execucao penal,2023,256,139,226,61.92
4567,JARAGUÁ,familia - interior,2023,540,815,292,26.38
4568,JARAGUÁ,fazenda publica mista,2023,706,1728,559,24.44
4569,JARAGUÁ,infancia e juventude civel,2023,15,47,9,16.07
4570,JARAGUÁ,infancia e juventude infracional,2023,48,74,37,33.33
4571,JARAGUÁ,juizado especial civel,2023,754,968,440,31.25
4572,JARAGUÁ,juizado especial criminal,2023,190,275,125,31.25
4573,JARAGUÁ,juizado especial fazenda publica,2023,292,228,247,52.0
4574,JATAÍ,civel,2023,2196,2240,1714,43.35
4575,JATAÍ,criminal,2023,1454,1897,745,28.2
4576,JATAÍ,execucao penal,2023,501,197,460,70.02
4577,JATAÍ,familia - interior,2023,1342,1669,729,30.4
4578,JATAÍ,fazenda publica mista,2023,974,1378,772,35.91
4579,JATAÍ,infancia e juventude civel,2023,89,92,52,36.11
4580,JATAÍ,infancia e juventude infracional,2023,129,150,79,34.5
4581,JATAÍ,juizado de violencia domestica,2023,1319,1634,951,36.79
4582,JATAÍ,juizado especial civel,2023,2368,2331,1414,37.76
4583,JATAÍ,juizado especial criminal,2023,529,922,269,22.59
4584,JATAÍ,juizado especial fazenda publica,2023,545,173,536,75.6
4585,JATAÍ,preprocessual,2023,1253,1248,346,21.71
4586,JOVIÂNIA,civel,2023,101,129,72,35.82
4587,JOVIÂNIA,criminal,2023,110,169,52,23.53
4588,JOVIÂNIA,execucao penal,2023,22,21,20,48.78
4589,JOVIÂNIA,familia - interior,2023,145,176,55,23.81
4590,JOVIÂNIA,fazenda publica mista,2023,120,254,83,24.63
4591,JOVIÂNIA,infancia e juventude civel,2023,6,9,2,18.18
4592,JOVIÂNIA,infancia e juventude infracional,2023,13,15,6,28.57
4593,JOVIÂNIA,juizado especial civel,2023,73,63,38,37.62
4594,JOVIÂNIA,juizado especial criminal,2023,30,34,22,39.29
4595,JOVIÂNIA,juizado especial fazenda publica,2023,36,35,28,44.44
4596,JUSSARA,civel,2023,366,380,313,45.17
4597,JUSSARA,criminal,2023,443,531,314,37.16
4598,JUSSARA,execucao penal,2023,51,44,49,52.69
4599,JUSSARA,familia - interior,2023,311,323,215,39.96
4600,JUSSARA,fazenda publica mista,2023,619,550,578,51.24
4601,JUSSARA,infancia e juventude civel,2023,15,19,10,34.48
4602,JUSSARA,infancia e juventude infracional,2023,26,17,20,54.05
4603,JUSSARA,juizado especial civel,2023,1054,1140,801,41.27
4604,JUSSARA,juizado especial criminal,2023,136,176,91,34.08
4605,JUSSARA,juizado especial fazenda publica,2023,152,43,141,76.63
4606,JUSSARA,preprocessual,2023,4,3,2,40.0
4607,LEOPOLDO DE BULHÕES,civel,2023,249,213,229,51.81
4608,LEOPOLDO DE BULHÕES,criminal,2023,239,291,179,38.09
4609,LEOPOLDO DE BULHÕES,execucao penal,2023,23,4,22,84.62
4610,LEOPOLDO DE BULHÕES,familia - interior,2023,197,225,164,42.16
4611,LEOPOLDO DE BULHÕES,fazenda publica mista,2023,79,199,71,26.3
4612,LEOPOLDO DE BULHÕES,infancia e juventude civel,2023,8,6,8,57.14
4613,LEOPOLDO DE BULHÕES,infancia e juventude infracional,2023,11,15,11,42.31
4614,LEOPOLDO DE BULHÕES,juizado especial civel,2023,122,82,115,58.38
4615,LEOPOLDO DE BULHÕES,juizado especial criminal,2023,84,102,74,42.05
4616,LEOPOLDO DE BULHÕES,juizado especial fazenda publica,2023,33,5,32,86.49
4617,LUZIÂNIA,civel,2023,2914,1918,2567,57.24
4618,LUZIÂNIA,criminal,2023,1821,2330,802,25.61
4619,LUZIÂNIA,execucao penal,2023,378,582,350,37.55
4620,LUZIÂNIA,fazenda publica mista,2023,2410,2692,2306,46.14
4621,LUZIÂNIA,infancia e juventude civel,2023,827,842,684,44.82
4622,LUZIÂNIA,infancia e juventude infracional,2023,193,281,115,29.04
4623,LUZIÂNIA,juizado de violencia domestica,2023,1922,2803,841,23.08
4624,LUZIÂNIA,juizado especial civel,2023,2681,2500,1718,40.73
4625,LUZIÂNIA,juizado especial criminal,2023,1158,2173,393,15.32
4626,LUZIÂNIA,juizado especial fazenda publica,2023,477,404,431,51.62
4627,LUZIÂNIA,preprocessual,2023,549,560,157,21.9
4628,LUZIÂNIA,upj familia interior,2023,2192,3393,1155,25.4
4629,MARA ROSA,civel,2023,175,182,153,45.67
4630,MARA ROSA,criminal,2023,301,326,170,34.27
4631,MARA ROSA,execucao penal,2023,50,44,48,52.17
4632,MARA ROSA,familia - interior,2023,146,206,100,32.68
4633,MARA ROSA,fazenda publica mista,2023,109,208,82,28.28
4634,MARA ROSA,infancia e juventude civel,2023,15,11,12,52.17
4635,MARA ROSA,infancia e juventude infracional,2023,28,27,18,40.0
4636,MARA ROSA,juizado especial civel,2023,235,286,207,41.99
4637,MARA ROSA,juizado especial criminal,2023,63,56,50,47.17
4638,MARA ROSA,juizado especial fazenda publica,2023,47,22,41,65.08
4639,MAURILÂNDIA,civel,2023,275,355,216,37.83
4640,MAURILÂNDIA,criminal,2023,327,451,189,29.53
4641,MAURILÂNDIA,execucao penal,2023,64,102,62,37.8
4642,MAURILÂNDIA,familia - interior,2023,272,334,150,30.99
4643,MAURILÂNDIA,fazenda publica mista,2023,438,535,397,42.6
4644,MAURILÂNDIA,infancia e juventude civel,2023,12,14,8,36.36
4645,MAURILÂNDIA,infancia e juventude infracional,2023,15,29,13,30.95
4646,MAURILÂNDIA,juizado especial civel,2023,504,412,366,47.04
4647,MAURILÂNDIA,juizado especial criminal,2023,79,93,47,33.57
4648,MAURILÂNDIA,juizado especial fazenda publica,2023,173,40,169,80.86
4649,MINAÇU,civel,2023,621,784,549,41.19
4650,MINAÇU,criminal,2023,584,727,302,29.35
4651,MINAÇU,execucao penal,2023,36,51,33,39.29
4652,MINAÇU,familia - interior,2023,362,464,180,27.95
4653,MINAÇU,fazenda publica mista,2023,1244,3454,1055,23.4
4654,MINAÇU,infancia e juventude civel,2023,30,33,11,25.0
4655,MINAÇU,infancia e juventude infracional,2023,19,22,13,37.14
4656,MINAÇU,juizado especial civel,2023,647,992,472,32.24
4657,MINAÇU,juizado especial criminal,2023,61,109,44,28.76
4658,MINAÇU,juizado especial fazenda publica,2023,124,81,104,56.22
4659,MINEIROS,civel,2023,1347,1586,1184,42.74
4660,MINEIROS,criminal,2023,1422,1829,951,34.21
4661,MINEIROS,execucao penal,2023,113,152,103,40.39
4662,MINEIROS,familia - interior,2023,1109,1236,902,42.19
4663,MINEIROS,fazenda publica mista,2023,680,1906,619,24.51
4664,MINEIROS,infancia e juventude civel,2023,98,165,71,30.08
4665,MINEIROS,infancia e juventude infracional,2023,111,89,75,45.73
4666,MINEIROS,juizado especial civel,2023,2014,2321,1177,33.65
4667,MINEIROS,juizado especial criminal,2023,292,364,177,32.72
4668,MINEIROS,juizado especial fazenda publica,2023,200,74,182,71.09
4669,MINEIROS,preprocessual,2023,390,353,131,27.07
4670,MONTES CLAROS DE GOIÁS,civel,2023,126,140,95,40.43
4671,MONTES CLAROS DE GOIÁS,criminal,2023,192,170,148,46.54
4672,MONTES CLAROS DE GOIÁS,execucao penal,2023,15,23,15,39.47
4673,MONTES CLAROS DE GOIÁS,familia - interior,2023,105,140,68,32.69
4674,MONTES CLAROS DE GOIÁS,fazenda publica mista,2023,205,206,188,47.72
4675,MONTES CLAROS DE GOIÁS,infancia e juventude civel,2023,3,9,2,18.18
4676,MONTES CLAROS DE GOIÁS,infancia e juventude infracional,2023,3,14,3,17.65
4677,MONTES CLAROS DE GOIÁS,juizado especial civel,2023,175,126,145,53.51
4678,MONTES CLAROS DE GOIÁS,juizado especial criminal,2023,19,27,15,35.71
4679,MONTES CLAROS DE GOIÁS,juizado especial fazenda publica,2023,60,48,51,51.52
4680,MONTIVIDIU,civel,2023,163,118,147,55.47
4681,MONTIVIDIU,criminal,2023,164,105,147,58.33
4682,MONTIVIDIU,execucao penal,2023,10,0,10,100.0
4683,MONTIVIDIU,familia - interior,2023,138,86,119,58.05
4684,MONTIVIDIU,fazenda publica mista,2023,210,216,196,47.57
4685,MONTIVIDIU,infancia e juventude civel,2023,8,10,7,41.18
4686,MONTIVIDIU,infancia e juventude infracional,2023,16,20,12,37.5
4687,MONTIVIDIU,juizado especial civel,2023,116,65,101,60.84
4688,MONTIVIDIU,juizado especial criminal,2023,68,46,63,57.8
4689,MONTIVIDIU,juizado especial fazenda publica,2023,18,12,15,55.56
4690,MORRINHOS,civel,2023,774,856,648,43.09
4691,MORRINHOS,criminal,2023,758,1014,416,29.09
4692,MORRINHOS,execucao penal,2023,297,366,229,38.49
4693,MORRINHOS,familia - interior,2023,842,1085,443,28.99
4694,MORRINHOS,fazenda publica mista,2023,863,1265,756,37.41
4695,MORRINHOS,infancia e juventude civel,2023,61,59,37,38.54
4696,MORRINHOS,infancia e juventude infracional,2023,34,69,20,22.47
4697,MORRINHOS,juizado especial civel,2023,1425,1805,474,20.8
4698,MORRINHOS,juizado especial criminal,2023,260,264,101,27.67
4699,MORRINHOS,juizado especial fazenda publica,2023,143,81,137,62.84
4700,MOSSÂMEDES,civel,2023,69,81,56,40.88
4701,MOSSÂMEDES,criminal,2023,66,96,42,30.43
4702,MOSSÂMEDES,execucao penal,2023,10,20,9,31.03
4703,MOSSÂMEDES,familia - interior,2023,73,88,43,32.82
4704,MOSSÂMEDES,fazenda publica mista,2023,324,149,302,66.96
4705,MOSSÂMEDES,infancia e juventude civel,2023,8,7,6,46.15
4706,MOSSÂMEDES,infancia e juventude infracional,2023,3,10,1,9.09
4707,MOSSÂMEDES,juizado especial civel,2023,251,294,144,32.88
4708,MOSSÂMEDES,juizado especial criminal,2023,8,18,4,18.18
4709,MOSSÂMEDES,juizado especial fazenda publica,2023,42,60,35,36.84
4710,MOZARLÂNDIA,civel,2023,314,273,267,49.44
4711,MOZARLÂNDIA,criminal,2023,450,666,324,32.73
4712,MOZARLÂNDIA,execucao penal,2023,63,25,61,70.93
4713,MOZARLÂNDIA,familia - interior,2023,241,337,150,30.8
4714,MOZARLÂNDIA,fazenda publica mista,2023,682,923,616,40.03
4715,MOZARLÂNDIA,infancia e juventude civel,2023,31,23,14,37.84
4716,MOZARLÂNDIA,infancia e juventude infracional,2023,20,38,12,24.0
4717,MOZARLÂNDIA,juizado especial civel,2023,317,466,179,27.75
4718,MOZARLÂNDIA,juizado especial criminal,2023,85,100,73,42.2
4719,MOZARLÂNDIA,juizado especial fazenda publica,2023,58,10,58,85.29
4720,MOZARLÂNDIA,preprocessual,2023,71,63,29,31.52
4721,NAZÁRIO,civel,2023,286,195,269,57.97
4722,NAZÁRIO,criminal,2023,142,307,101,24.75
4723,NAZÁRIO,execucao penal,2023,23,23,23,50.0
4724,NAZÁRIO,familia - interior,2023,202,243,161,39.85
4725,NAZÁRIO,fazenda publica mista,2023,285,357,240,40.2
4726,NAZÁRIO,infancia e juventude civel,2023,8,5,7,58.33
4727,NAZÁRIO,infancia e juventude infracional,2023,7,20,4,16.67
4728,NAZÁRIO,juizado especial civel,2023,234,193,203,51.26
4729,NAZÁRIO,juizado especial criminal,2023,50,64,33,34.02
4730,NAZÁRIO,juizado especial fazenda publica,2023,57,44,53,54.64
4731,NERÓPOLIS,civel,2023,626,593,547,47.98
4732,NERÓPOLIS,criminal,2023,448,332,302,47.63
4733,NERÓPOLIS,execucao penal,2023,45,47,43,47.78
4734,NERÓPOLIS,familia - interior,2023,481,1069,290,21.34
4735,NERÓPOLIS,fazenda publica mista,2023,212,480,195,28.89
4736,NERÓPOLIS,infancia e juventude civel,2023,38,50,23,31.51
4737,NERÓPOLIS,infancia e juventude infracional,2023,47,46,33,41.77
4738,NERÓPOLIS,juizado especial civel,2023,465,463,363,43.95
4739,NERÓPOLIS,juizado especial criminal,2023,176,220,157,41.64
4740,NERÓPOLIS,juizado especial fazenda publica,2023,146,132,131,49.81
4741,NIQUELÂNDIA,civel,2023,1199,924,963,51.03
4742,NIQUELÂNDIA,criminal,2023,556,912,354,27.96
4743,NIQUELÂNDIA,execucao penal,2023,95,101,73,41.95
4744,NIQUELÂNDIA,familia - interior,2023,440,416,347,45.48
4745,NIQUELÂNDIA,fazenda publica mista,2023,798,1254,716,36.35
4746,NIQUELÂNDIA,infancia e juventude civel,2023,21,34,13,27.66
4747,NIQUELÂNDIA,infancia e juventude infracional,2023,51,35,44,55.7
4748,NIQUELÂNDIA,juizado especial civel,2023,821,1135,264,18.87
4749,NIQUELÂNDIA,juizado especial criminal,2023,120,105,101,49.03
4750,NIQUELÂNDIA,juizado especial fazenda publica,2023,246,93,230,71.21
4751,NOVA CRIXÁS,civel,2023,298,284,263,48.08
4752,NOVA CRIXÁS,criminal,2023,334,253,229,47.51
4753,NOVA CRIXÁS,execucao penal,2023,48,37,46,55.42
4754,NOVA CRIXÁS,familia - interior,2023,202,167,153,47.81
4755,NOVA CRIXÁS,fazenda publica mista,2023,753,787,706,47.29
4756,NOVA CRIXÁS,infancia e juventude civel,2023,17,10,13,56.52
4757,NOVA CRIXÁS,infancia e juventude infracional,2023,17,12,11,47.83
4758,NOVA CRIXÁS,juizado especial civel,2023,229,165,187,53.12
4759,NOVA CRIXÁS,juizado especial criminal,2023,83,71,63,47.01
4760,NOVA CRIXÁS,juizado especial fazenda publica,2023,105,15,104,87.39
4761,NOVO GAMA,civel,2023,1183,1197,928,43.67
4762,NOVO GAMA,criminal,2023,1316,3904,592,13.17
4763,NOVO GAMA,execucao penal,2023,279,165,266,61.72
4764,NOVO GAMA,familia - interior,2023,809,1121,506,31.1
4765,NOVO GAMA,fazenda publica mista,2023,751,1234,479,27.96
4766,NOVO GAMA,infancia e juventude civel,2023,46,47,25,34.72
4767,NOVO GAMA,infancia e juventude infracional,2023,79,90,50,35.71
4768,NOVO GAMA,juizado especial civel,2023,1057,1008,624,38.24
4769,NOVO GAMA,juizado especial criminal,2023,188,168,144,46.15
4770,NOVO GAMA,juizado especial fazenda publica,2023,119,68,105,60.69
4771,NOVO GAMA,preprocessual,2023,420,454,15,3.2
4772,ORIZONA,civel,2023,243,229,204,47.11
4773,ORIZONA,criminal,2023,177,241,116,32.49
4774,ORIZONA,execucao penal,2023,36,18,36,66.67
4775,ORIZONA,familia - interior,2023,168,217,83,27.67
4776,ORIZONA,fazenda publica mista,2023,362,235,335,58.77
4777,ORIZONA,infancia e juventude civel,2023,9,14,7,33.33
4778,ORIZONA,infancia e juventude infracional,2023,9,11,5,31.25
4779,ORIZONA,juizado especial civel,2023,170,349,96,21.57
4780,ORIZONA,juizado especial criminal,2023,39,39,31,44.29
4781,ORIZONA,juizado especial fazenda publica,2023,47,45,40,47.06
4782,ORIZONA,preprocessual,2023,27,15,14,48.28
4783,PADRE BERNARDO,civel,2023,290,268,223,45.42
4784,PADRE BERNARDO,criminal,2023,717,898,376,29.51
4785,PADRE BERNARDO,execucao penal,2023,87,72,75,51.02
4786,PADRE BERNARDO,familia - interior,2023,461,581,242,29.4
4787,PADRE BERNARDO,fazenda publica mista,2023,378,690,298,30.16
4788,PADRE BERNARDO,infancia e juventude civel,2023,15,23,11,32.35
4789,PADRE BERNARDO,infancia e juventude infracional,2023,31,46,23,33.33
4790,PADRE BERNARDO,juizado especial civel,2023,169,197,119,37.66
4791,PADRE BERNARDO,juizado especial criminal,2023,185,196,143,42.18
4792,PADRE BERNARDO,juizado especial fazenda publica,2023,201,141,163,53.62
4793,PADRE BERNARDO,preprocessual,2023,42,111,5,4.31
4794,PALMEIRAS DE GOIÁS,civel,2023,566,536,515,49.0
4795,PALMEIRAS DE GOIÁS,criminal,2023,416,668,242,26.59
4796,PALMEIRAS DE GOIÁS,execucao penal,2023,49,92,40,30.3
4797,PALMEIRAS DE GOIÁS,familia - interior,2023,459,584,358,38.0
4798,PALMEIRAS DE GOIÁS,fazenda publica mista,2023,602,811,509,38.56
4799,PALMEIRAS DE GOIÁS,infancia e juventude civel,2023,15,11,11,50.0
4800,PALMEIRAS DE GOIÁS,infancia e juventude infracional,2023,11,25,9,26.47
4801,PALMEIRAS DE GOIÁS,juizado especial civel e criminal,2023,598,511,431,45.75
4802,PALMEIRAS DE GOIÁS,juizado especial fazenda publica,2023,67,43,61,58.65
4803,PARANAIGUARA,civel,2023,154,174,114,39.58
4804,PARANAIGUARA,criminal,2023,113,188,60,24.19
4805,PARANAIGUARA,execucao penal,2023,26,19,24,55.81
4806,PARANAIGUARA,familia - interior,2023,123,123,72,36.92
4807,PARANAIGUARA,fazenda publica mista,2023,155,165,130,44.07
4808,PARANAIGUARA,infancia e juventude civel,2023,2,2,2,50.0
4809,PARANAIGUARA,infancia e juventude infracional,2023,1,0,1,100.0
4810,PARANAIGUARA,juizado especial civel,2023,81,112,40,26.32
4811,PARANAIGUARA,juizado especial criminal,2023,16,33,10,23.26
4812,PARANAIGUARA,juizado especial fazenda publica,2023,36,28,34,54.84
4813,PARAÚNA,civel,2023,193,176,164,48.24
4814,PARAÚNA,criminal,2023,270,286,180,38.63
4815,PARAÚNA,execucao penal,2023,26,64,24,27.27
4816,PARAÚNA,familia - interior,2023,209,204,135,39.82
4817,PARAÚNA,fazenda publica mista,2023,268,320,238,42.65
4818,PARAÚNA,infancia e juventude civel,2023,4,7,2,22.22
4819,PARAÚNA,infancia e juventude infracional,2023,27,9,21,70.0
4820,PARAÚNA,juizado especial civel,2023,193,179,147,45.09
4821,PARAÚNA,juizado especial criminal,2023,68,111,55,33.13
4822,PARAÚNA,juizado especial fazenda publica,2023,59,20,59,74.68
4823,PARAÚNA,preprocessual,2023,60,69,4,5.48
4824,PETROLINA DE GOIÁS,civel,2023,145,163,116,41.58
4825,PETROLINA DE GOIÁS,criminal,2023,251,249,172,40.86
4826,PETROLINA DE GOIÁS,execucao penal,2023,32,39,30,43.48
4827,PETROLINA DE GOIÁS,familia - interior,2023,121,132,89,40.27
4828,PETROLINA DE GOIÁS,fazenda publica mista,2023,152,263,139,34.58
4829,PETROLINA DE GOIÁS,infancia e juventude civel,2023,8,10,2,16.67
4830,PETROLINA DE GOIÁS,infancia e juventude infracional,2023,19,9,16,64.0
4831,PETROLINA DE GOIÁS,juizado especial civel,2023,127,126,78,38.24
4832,PETROLINA DE GOIÁS,juizado especial criminal,2023,93,86,74,46.25
4833,PETROLINA DE GOIÁS,juizado especial fazenda publica,2023,74,152,69,31.22
4834,PIRACANJUBA,civel,2023,307,311,260,45.53
4835,PIRACANJUBA,criminal,2023,416,925,161,14.83
4836,PIRACANJUBA,execucao penal,2023,141,66,133,66.83
4837,PIRACANJUBA,familia - interior,2023,268,350,196,35.9
4838,PIRACANJUBA,fazenda publica mista,2023,237,477,200,29.54
4839,PIRACANJUBA,infancia e juventude civel,2023,31,20,25,55.56
4840,PIRACANJUBA,infancia e juventude infracional,2023,16,15,12,44.44
4841,PIRACANJUBA,juizado especial civel,2023,414,520,300,36.59
4842,PIRACANJUBA,juizado especial criminal,2023,100,122,38,23.75
4843,PIRACANJUBA,juizado especial fazenda publica,2023,96,76,83,52.2
4844,PIRANHAS,civel,2023,190,178,158,47.02
4845,PIRANHAS,criminal,2023,203,286,114,28.5
4846,PIRANHAS,execucao penal,2023,45,34,43,55.84
4847,PIRANHAS,familia - interior,2023,150,182,95,34.3
4848,PIRANHAS,fazenda publica mista,2023,434,749,367,32.89
4849,PIRANHAS,infancia e juventude civel,2023,10,13,6,31.58
4850,PIRANHAS,infancia e juventude infracional,2023,10,6,8,57.14
4851,PIRANHAS,juizado especial civel,2023,127,110,103,48.36
4852,PIRANHAS,juizado especial criminal,2023,36,75,23,23.47
4853,PIRANHAS,juizado especial fazenda publica,2023,96,50,92,64.79
4854,PIRANHAS,preprocessual,2023,46,76,0,0.0
4855,PIRENÓPOLIS,civel,2023,279,443,235,34.66
4856,PIRENÓPOLIS,criminal,2023,416,660,252,27.63
4857,PIRENÓPOLIS,execucao penal,2023,82,78,78,50.0
4858,PIRENÓPOLIS,familia - interior,2023,305,591,215,26.67
4859,PIRENÓPOLIS,fazenda publica mista,2023,399,757,325,30.04
4860,PIRENÓPOLIS,infancia e juventude civel,2023,12,16,6,27.27
4861,PIRENÓPOLIS,infancia e juventude infracional,2023,32,36,28,43.75
4862,PIRENÓPOLIS,juizado especial civel,2023,681,852,490,36.51
4863,PIRENÓPOLIS,juizado especial criminal,2023,362,596,297,33.26
4864,PIRENÓPOLIS,juizado especial fazenda publica,2023,126,109,117,51.77
4865,PIRES DO RIO,civel,2023,524,433,419,49.18
4866,PIRES DO RIO,criminal,2023,585,828,334,28.74
4867,PIRES DO RIO,execucao penal,2023,164,53,154,74.4
4868,PIRES DO RIO,familia - interior,2023,330,460,207,31.03
4869,PIRES DO RIO,fazenda publica mista,2023,517,802,391,32.77
4870,PIRES DO RIO,infancia e juventude civel,2023,31,58,15,20.55
4871,PIRES DO RIO,infancia e juventude infracional,2023,36,54,19,26.03
4872,PIRES DO RIO,juizado especial civel,2023,637,768,380,33.1
4873,PIRES DO RIO,juizado especial criminal,2023,191,203,115,36.16
4874,PIRES DO RIO,juizado especial fazenda publica,2023,493,667,386,36.66
4875,PIRES DO RIO,preprocessual,2023,109,117,19,13.97
4876,PLANALTINA,civel,2023,1302,1103,1104,50.02
4877,PLANALTINA,criminal,2023,1768,3306,1048,24.07
4878,PLANALTINA,execucao penal,2023,686,193,632,76.61
4879,PLANALTINA,familia - interior,2023,885,1096,447,28.97
4880,PLANALTINA,fazenda publica mista,2023,171,1030,158,13.3
4881,PLANALTINA,infancia e juventude civel,2023,35,37,24,39.34
4882,PLANALTINA,infancia e juventude infracional,2023,127,206,63,23.42
4883,PLANALTINA,juizado especial civel e criminal,2023,1726,1802,1291,41.74
4884,PLANALTINA,juizado especial fazenda publica,2023,426,962,412,29.99
4885,PLANALTINA,preprocessual,2023,217,334,1,0.3
4886,PONTALINA,civel,2023,346,365,303,45.36
4887,PONTALINA,criminal,2023,365,528,216,29.03
4888,PONTALINA,execucao penal,2023,33,38,31,44.93
4889,PONTALINA,familia - interior,2023,331,314,273,46.51
4890,PONTALINA,fazenda publica mista,2023,237,365,193,34.59
4891,PONTALINA,infancia e juventude civel,2023,8,7,7,50.0
